UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2020,26,4517148,2311496,2205652,1675765,1584958,361485,350926,33567,32470,154016,152746,6470,6427,80193,78125,1747368,1654609,398728,388222,56907,55133,183261,180819,13500,13017,1805403,1729504,1232198,1168164,336330,327514,19145,18386,149112,148017,4773,4717,63845,62706,1289178,1224084,366218,357769,35409,34443,173988,171819,10247,9891,506093,476148,443567,416794,25155,23412,14422,14084,4904,4729,1697,1710,16348,15419,458190,430525,32510,30453,21498,20690,9273,9000,3253,3126
R,10,2020,27,4618694,2366064,2252630,1712443,1612370,376280,364796,34984,33558,158885,159892,6835,6409,76637,75605,1780618,1679475,411002,400277,57665,56264,187474,187104,13621,13003,1852441,1773578,1261786,1192729,350607,341020,20035,19463,154063,155051,4972,4732,60978,60583,1316062,1246537,378265,369580,35901,35616,178399,178204,10288,9876,513623,479052,450657,419641,25673,23776,14949,14095,4822,4841,1863,1677,15659,15022,464556,432938,32737,30697,21764,20648,9075,8900,3333,3127
R,10,2020,28,4716341,2414441,2301900,1748735,1648521,382842,371280,36655,34179,163959,167019,6918,6588,75332,74313,1815418,1714232,415646,404824,59981,56825,192326,194686,13739,13240,1893102,1817561,1291607,1224134,356755,346977,21064,19997,159078,162126,5011,4829,59587,59498,1344292,1276763,382490,373789,37354,36136,183359,185765,10380,9990,521339,484339,457128,424387,26087,24303,15591,14182,4881,4893,1907,1759,15745,14815,471126,437469,33156,31035,22627,20689,8967,8921,3359,3250
R,10,2020,29,4822429,2452002,2370427,1775138,1693251,387341,384846,36961,33872,172731,177584,7735,6901,72096,73973,1837968,1757689,418056,418120,59295,56021,200920,206279,14954,14064,1933377,1889566,1322140,1274697,360521,358689,21086,20041,167474,172204,5644,5120,56512,58815,1371246,1325838,384316,384966,36512,35585,191448,196651,11318,10811,518625,480861,452998,418554,26820,26157,15875,13831,5257,5380,2091,1781,15584,15158,466722,431851,33740,33154,22783,20436,9472,9628,3636,3253
R,10,2020,30,4848579,2461159,2387420,1790882,1711883,381355,381877,36546,33359,176785,183093,7817,7203,67774,70005,1850024,1773197,409292,412742,57661,54868,204059,210067,14616,13855,1942461,1912466,1337599,1298694,354407,355377,20487,19759,171410,177802,5613,5377,52945,55457,1383605,1347162,375717,379573,35010,34811,194752,200814,10975,10634,518698,474954,453283,413189,26948,26500,16059,13600,5375,5291,2204,1826,14829,14548,466419,426035,33575,33169,22651,20057,9307,9253,3641,3221
R,10,2020,31,4663689,2367089,2296600,1727809,1644993,359142,364231,34738,31678,175306,184146,7739,6788,62355,64764,1782237,1701316,384397,392399,54564,51601,200298,209590,13878,13138,1874001,1848790,1296707,1255023,333687,339332,19213,18806,170252,179069,5626,5129,48516,51431,1338860,1299561,352706,361317,32752,32824,191738,200991,10518,10220,493088,447810,431102,389970,25455,24899,15525,12872,5054,5077,2113,1659,13839,13333,443377,401755,31691,31082,21812,18777,8560,8599,3360,2918
R,10,2020,32,4558932,2306651,2252281,1698364,1625871,336032,345759,34269,30664,171674,181507,7499,6912,58813,61568,1749432,1679541,359258,372095,52823,49710,195818,205871,13543,12937,1816786,1809822,1269008,1240362,311584,321395,18647,17780,166761,176576,5468,5190,45318,48519,1308200,1282566,328782,341616,31060,31102,187450,197437,10224,9994,489865,442459,429356,385509,24448,24364,15622,12884,4913,4931,2031,1722,13495,13049,441232,396975,30476,30479,21763,18608,8368,8434,3319,2943
R,10,2020,33,4433346,2245508,2187838,1667028,1587871,316653,327538,32524,29496,166928,177320,7556,6717,54819,58896,1714485,1639193,338166,352509,50306,47982,189335,200736,13338,12482,1766161,1755674,1245767,1210780,293332,304007,17364,17117,162210,172682,5419,5019,42069,46069,1281917,1250779,309153,323002,29272,29886,181414,192792,10045,9614,479347,432164,421261,377091,23321,23531,15160,12379,4718,4638,2137,1698,12750,12827,432568,388414,29013,29507,21034,18096,7921,7944,3293,2868
R,10,2020,34,4436124,2244157,2191967,1677087,1601267,307969,321352,32321,29487,166433,176923,7532,6764,52815,56174,1723002,1649940,328110,344747,49439,47901,188214,199045,13176,12357,1762574,1758655,1253250,1222633,284826,297852,17143,16836,161629,172428,5367,5070,40359,43836,1288178,1260425,299374,315613,28577,29651,180205,191361,9834,9551,481583,433312,423837,378634,23143,23500,15178,12651,4804,4495,2165,1694,12456,12338,434824,389515,28736,29134,20862,18250,8009,7684,3342,2806
R,10,2020,35,4465670,2252963,2212707,1691253,1620211,304398,321325,31969,29387,166350,179374,7478,6823,51515,55587,1735880,1668464,323838,343749,49420,47689,187281,201669,12957,12528,1767944,1775740,1264035,1237876,281608,298078,16420,16712,161699,174796,5291,5210,38891,43068,1297460,1275081,295501,314647,27922,29451,179554,193873,9638,9809,485019,436967,427218,382335,22790,23247,15549,12675,4651,4578,2187,1613,12624,12519,438420,393383,28337,29102,21498,18238,7727,7796,3319,2719
R,10,2020,36,4364629,2191570,2173059,1647430,1593155,291308,312171,31191,28866,165255,178659,7188,6528,49198,53680,1690093,1639618,309420,333318,47944,46930,185488,200555,12611,12129,1720635,1741562,1232188,1215124,269511,289576,16190,16294,160648,174292,5088,4885,37010,41391,1264063,1250803,282309,305049,27228,28780,177841,192981,9359,9338,470935,431497,415242,378031,21797,22595,15001,12572,4607,4367,2100,1643,12188,12289,426030,388815,27111,28269,20716,18150,7647,7574,3252,2791
R,10,2020,37,4341203,2175760,2165443,1640726,1589099,286909,310330,31201,28940,161535,177524,7188,6682,48201,52868,1682383,1634740,304646,330870,47808,47182,181332,198906,12438,12283,1707441,1733885,1227415,1211320,265397,287433,16001,16191,157017,173197,5194,5008,36417,40736,1258643,1246267,277916,302505,27097,28832,173839,191451,9348,9478,468319,431558,413311,377779,21512,22897,15200,12749,4518,4327,1994,1674,11784,12132,423740,388473,26730,28365,20711,18350,7493,7455,3090,2805
R,10,2020,38,4379289,2190215,2189074,1655917,1608799,287713,314283,31036,28775,160435,178147,7229,6768,47885,52302,1697335,1653902,305263,334793,47823,47004,179871,199020,12522,12301,1716429,1748465,1237562,1222517,266066,291021,15977,15976,155778,173578,5124,5026,35922,40347,1268366,1257106,278354,306093,27157,28696,172179,191355,9326,9454,473786,440609,418355,386282,21647,23262,15059,12799,4657,4569,2105,1742,11963,11955,428969,396796,26909,28700,20666,18308,7692,7665,3196,2847
R,10,2020,39,4302292,2146009,2156283,1629666,1590158,281405,309106,29743,28309,151853,171746,7000,6205,46342,50759,1669546,1633945,298204,329061,46365,46195,170514,191758,12153,11595,1687904,1724491,1224879,1211411,260631,286548,15180,15761,147391,167284,4989,4540,34834,38947,1254622,1244816,272418,301107,26312,28143,163160,184338,9050,8833,458105,431792,404787,378747,20774,22558,14563,12548,4462,4462,2011,1665,11508,11812,414924,389129,25786,27954,20053,18052,7354,7420,3103,2762
R,10,2020,40,4388801,2195424,2193377,1665235,1613277,293351,321981,30884,28654,152109,172054,7201,6440,46644,50971,1705414,1657190,310388,342051,47856,46883,170752,191920,12455,11954,1717560,1751428,1242850,1225164,271876,298899,15684,15954,147426,167536,5053,4768,34671,39107,1272448,1258573,283665,313503,26970,28687,163041,184463,9210,9234,477864,441949,422385,388113,21475,23082,15200,12700,4683,4518,2148,1672,11973,11864,432966,398617,26723,28548,20886,18196,7711,7457,3245,2720
R,10,2020,41,4183376,2086999,2096377,1585771,1542374,277005,307322,28858,27042,145705,166153,6356,6003,43304,47483,1623159,1583143,292611,325943,44756,44171,162898,184796,11197,10962,1642079,1678083,1192478,1175139,256872,285374,14773,15025,141446,161945,4450,4468,32060,36132,1219913,1205928,267608,298654,25271,26951,155870,177728,8239,8450,444920,418294,393293,367235,20133,21948,14085,12017,4259,4208,1906,1535,11244,11351,403246,377215,25003,27289,19485,17220,7028,7068,2958,2512
R,10,2020,42,4020770,2000289,2020481,1524787,1490019,262050,293292,27336,26176,139100,160326,6056,5586,40960,45082,1559964,1528737,276818,310638,42623,42805,155289,177917,10445,10290,1571485,1612570,1144843,1131788,242977,272119,14020,14340,134992,156090,4325,4091,30328,34142,1170573,1160862,253131,284451,24197,25833,148576,171015,7797,7858,428804,407911,379944,358231,19073,21173,13316,11836,4108,4236,1731,1495,10632,10940,389391,367875,23687,26187,18426,16972,6713,6902,2648,2432
R,10,2020,43,4012115,1991318,2020797,1523256,1494704,258309,291112,27636,26317,136652,158959,5880,5612,39585,44093,1557254,1532304,272346,308015,42660,42911,152308,176222,10240,10291,1564125,1610739,1143949,1133155,240017,270346,14350,14780,132428,154797,4171,4130,29210,33531,1168722,1161493,249503,282407,24418,26409,145506,169421,7596,7868,427193,410058,379307,361549,18292,20766,13286,11537,4224,4162,1709,1482,10375,10562,388532,370811,22843,25608,18242,16502,6802,6801,2644,2423
R,10,2020,44,3855568,1911131,1944437,1457903,1438628,245928,276748,26568,25102,137273,157342,5553,5292,37906,41325,1490533,1473790,258931,292338,41032,40765,152384,173696,9854,9693,1497235,1542758,1090178,1083728,228161,256833,13716,13865,133274,153228,3974,3894,27932,31210,1113924,1109991,236824,267791,23347,24753,146026,167045,7371,7445,413896,401679,367725,354900,17767,19915,12852,11237,3999,4114,1579,1398,9974,10115,376609,363799,22107,24547,17685,16012,6358,6651,2483,2248
R,10,2020,45,3927107,1950715,1976392,1492252,1464569,249805,281674,26410,25415,140923,159701,5546,5115,35779,39918,1522835,1498559,262127,296421,40282,40676,155212,175589,9461,9287,1536057,1574794,1122047,1108613,232765,262134,13551,14196,136961,155703,4015,3761,26718,30387,1144611,1134256,241138,272500,23032,24921,149072,169215,7147,7103,414658,401598,370205,355956,17040,19540,12859,11219,3962,3998,1531,1354,9061,9531,378224,364303,20989,23921,17250,15755,6140,6374,2314,2184
R,10,2020,46,3877978,1921543,1956435,1471598,1453405,244875,277254,26031,24850,139424,157770,5305,4984,34310,38172,1500816,1485718,256470,291285,39638,39762,153084,172862,9174,8971,1519752,1563183,1111907,1103406,228815,258923,13464,13926,135747,153916,3898,3703,25921,29309,1133759,1127920,236845,268944,22810,24548,147471,166906,7024,6928,401791,393252,359691,349999,16060,18331,12567,10924,3677,3854,1407,1281,8389,8863,367057,357798,19625,22341,16828,15214,5613,5956,2150,2043
R,10,2020,47,3849957,1898532,1951425,1454530,1449394,243155,278620,25131,24737,137241,156511,5055,4933,33420,37230,1482891,1480780,254182,292127,38399,39444,150769,171328,8816,8837,1514002,1569570,1109856,1109388,227948,260829,13213,14051,133779,152826,3731,3670,25475,28806,1131215,1133397,235549,270500,22527,24753,145449,165610,6801,6825,384530,381855,344674,340006,15207,17791,11918,10686,3462,3685,1324,1263,7945,8424,351676,347383,18633,21627,15872,14691,5320,5718,2015,2012
R,10,2020,48,3994444,1971015,2023429,1516842,1511444,252678,287788,25728,24814,137570,157349,5103,4859,33094,37175,1544776,1542800,263308,300984,39452,39958,150755,171940,8825,8797,1588589,1642942,1173772,1172169,237788,270273,13691,14268,134012,153679,3805,3611,25521,28942,1195050,1196277,245269,279811,23563,25335,145448,166362,6811,6859,382426,380487,343070,339275,14890,17515,12037,10546,3558,3670,1298,1248,7573,8233,349726,346523,18039,21173,15889,14623,5307,5578,2014,1938
R,10,2020,49,4209107,2076246,2132861,1618310,1613836,260589,299364,25706,25516,132784,151645,5069,4892,33788,37608,1646876,1645565,271331,312563,39996,41299,146032,165989,8954,9007,1699168,1756875,1279945,1278670,245849,282133,14180,14905,129216,148046,3739,3669,26239,29452,1301906,1303261,253417,291672,24600,26718,140706,160457,6935,7049,377078,375986,338365,335166,14740,17231,11526,10611,3568,3599,1330,1223,7549,8156,344970,342304,17914,20891,15396,14581,5326,5532,2019,1958
R,10,2020,50,4327495,2139319,2188176,1674101,1665247,266904,301990,26325,25445,133270,152713,5081,5097,33638,37684,1702527,1696817,277589,315104,40832,41593,146091,167098,9027,9333,1761047,1817743,1334637,1334937,252025,285031,14583,15164,129753,149079,3793,3857,26256,29675,1356571,1359529,259692,294648,25280,27323,140818,161466,7042,7378,378272,370433,339464,330310,14879,16959,11742,10281,3517,3634,1288,1240,7382,8009,345956,337288,17897,20456,15552,14270,5273,5632,1985,1955
R,10,2020,51,4144782,2048612,2096170,1612021,1605334,249463,282818,24836,24353,126000,144328,4941,4875,31351,34462,1638610,1634234,259003,294320,38723,39658,137960,157339,8605,8753,1689335,1744204,1289376,1290895,235458,267086,13904,14558,122677,140859,3734,3720,24186,27086,1309670,1313395,242030,275375,24106,26135,132985,152079,6726,6914,359277,351966,322645,314439,14005,15732,10932,9795,3323,3469,1207,1155,7165,7376,328940,320839,16973,18945,14617,13523,4975,5260,1879,1839
R,10,2020,52,3986699,1965992,2020707,1544563,1544424,242908,276501,24148,23529,120677,139358,4468,4577,29228,32318,1569152,1571309,251713,287250,37402,38094,131723,151403,7913,8379,1624753,1685447,1238233,1244964,229375,261193,13511,14278,117676,136179,3321,3443,22637,25390,1257052,1265807,235464,268928,23345,25353,127234,146649,6164,6611,341239,335260,306330,299460,13533,15308,10637,9251,3001,3179,1147,1134,6591,6928,312100,305502,16249,18322,14057,12741,4489,4754,1749,1768
R,10,2020,53,3979678,1956497,2023181,1548022,1558698,241799,277227,23306,23423,110843,127971,4583,4541,27944,31321,1571517,1584765,250082,287832,36349,37945,121191,139155,7848,8210,1628395,1697616,1253070,1267680,228816,262267,13440,14623,107916,124988,3455,3459,21698,24599,1271071,1287903,234505,269864,23210,25743,116864,134597,6206,6542,328102,325565,294952,291018,12983,14960,9866,8800,2927,2983,1128,1082,6246,6722,300446,296862,15577,17968,13139,12202,4327,4558,1642,1668
R,10,2020,54,3999373,1962986,2036387,1551698,1570122,246733,282099,23259,23402,109347,125558,4467,4614,27482,30592,1574520,1595491,254983,292274,36389,37930,119298,136416,7860,8224,1642648,1718539,1263907,1286054,233781,267603,13597,14781,106523,122555,3402,3565,21438,23981,1281441,1305710,239438,274874,23622,25923,115076,131856,6258,6561,320338,317848,287791,284068,12952,14496,9662,8621,2824,3003,1065,1049,6044,6611,293079,289781,15545,17400,12767,12007,4222,4560,1602,1663
R,10,2020,55,4210320,2064930,2145390,1638609,1660827,257677,295433,24361,24469,111581,128312,4628,4652,28074,31697,1662063,1687070,265872,305759,38014,39735,121655,139421,8020,8437,1742137,1826090,1348573,1375609,244716,280683,14640,15758,108701,125283,3594,3644,21913,25113,1366622,1396119,250382,288135,24993,27691,117412,134876,6430,6821,322793,319300,290036,285218,12961,14750,9721,8711,2880,3029,1034,1008,6161,6584,295441,290951,15490,17624,13021,12044,4243,4545,1590,1616
R,10,2020,56,4347528,2122347,2225181,1695580,1735567,258676,298665,24341,24944,111192,129793,4443,4645,28115,31567,1718923,1761644,266588,308531,38436,40809,121209,140749,7910,8359,1813604,1912367,1418160,1455782,246204,284308,14940,16380,108515,126963,3458,3662,22327,25272,1436475,1476395,251746,291429,25940,29059,117218,136455,6362,6818,308743,312814,277420,279785,12472,14357,9401,8564,2677,2830,985,983,5788,6295,282448,285249,14842,17102,12496,11750,3991,4294,1548,1541
R,10,2020,57,4328216,2105155,2223061,1685415,1739970,252112,292189,23814,24257,111951,130706,4193,4549,27670,31390,1708475,1765869,259778,301982,37850,40108,121732,141371,7502,8280,1812580,1922910,1422743,1471688,240166,278577,14962,16030,109304,127888,3282,3601,22123,25126,1440993,1492139,245547,285706,26019,28707,117858,137083,6090,6735,292575,300151,262672,268282,11946,13612,8852,8227,2647,2818,911,948,5547,6264,267482,273730,14231,16276,11831,11401,3874,4288,1412,1545
R,10,2020,58,4309798,2092267,2217531,1685601,1747877,247109,288623,23058,24006,104919,121801,4308,4516,27272,30708,1708413,1773059,254405,298220,36827,39917,114634,132142,7693,8153,1812113,1930033,1433601,1490731,235926,275939,14629,15969,102465,119099,3434,3603,22058,24692,1451861,1510750,241073,282878,25642,28777,110986,128053,6332,6625,280154,287498,252000,257146,11183,12684,8429,8037,2454,2702,874,913,5214,6016,256552,262309,13332,15342,11185,11140,3648,4089,1361,1528
R,10,2020,59,4318996,2089295,2229701,1696850,1768801,242215,286211,22508,24018,96860,116255,4039,4221,26823,30195,1719208,1793547,249342,295502,36391,39976,106359,126277,7287,7839,1824795,1955159,1459106,1523126,231597,273958,14571,16549,94522,113685,3260,3381,21739,24460,1477012,1542938,236688,280774,25725,29541,102829,122360,6026,6418,264500,274542,237744,245675,10618,12253,7937,7469,2338,2570,779,840,5084,5735,242196,250609,12654,14728,10666,10435,3530,3917,1261,1421
R,10,2020,60,4383511,2119696,2263815,1714350,1789459,248952,292632,22670,24214,102621,123455,4192,4297,26911,29758,1736896,1813813,256051,301763,36684,39910,111996,133371,7367,7815,1854150,1987995,1475652,1542279,238382,280436,14630,16784,100241,120808,3362,3497,21883,24191,1493799,1561828,243454,287178,25931,29589,108493,129415,6031,6490,265546,275820,238698,247180,10570,12196,8040,7430,2380,2647,830,800,5028,5567,243097,251985,12597,14585,10753,10321,3503,3956,1336,1325
R,10,2020,61,4262989,2055824,2207165,1671855,1753665,237670,282395,21469,22788,95534,115889,3884,3976,25412,28452,1693077,1777073,244159,290930,34843,38248,104538,125100,6880,7201,1813839,1952592,1454273,1525813,227947,270919,14212,15842,93371,113483,3162,3259,20874,23276,1471579,1544741,232614,277246,25121,28557,101327,121529,5705,6001,241985,254573,217582,227852,9723,11476,7257,6946,2163,2406,722,717,4538,5176,221498,232332,11545,13684,9722,9691,3211,3571,1175,1200
R,10,2020,62,4146918,1989646,2157272,1622715,1719405,224966,269909,19707,21761,94586,115373,3621,3834,24051,26990,1642668,1741472,231245,278039,32621,36504,102875,124132,6379,6843,1767680,1918437,1423633,1505461,215647,259086,13173,15361,92582,113203,2935,3151,19710,22175,1439829,1523410,220145,265120,23775,27564,99888,120833,5273,5741,221966,238835,199082,213944,9319,10823,6534,6400,2004,2170,686,683,4341,4815,202839,218062,11100,12919,8846,8940,2987,3299,1106,1102
R,10,2020,63,4129859,1973093,2156766,1613337,1724741,220200,267974,19708,21318,92822,112697,3429,3660,23597,26376,1632962,1746407,226359,275848,32555,36231,100774,120796,6163,6624,1758498,1923432,1420610,1515426,211411,257490,13171,15190,90964,110713,2821,2967,19521,21646,1436686,1533009,215912,263310,23789,27608,98071,117732,5167,5478,214595,233334,192727,209315,8789,10484,6537,6128,1858,1984,608,693,4076,4730,196276,213398,10447,12538,8766,8623,2703,3064,996,1146
R,10,2020,64,3987163,1896146,2091017,1553734,1671047,208717,258718,18439,20552,89784,111652,3272,3479,22200,25569,1572250,1692054,214442,266283,30629,35066,97166,119568,5820,6343,1695298,1869051,1373499,1472162,200371,248706,12430,14684,87991,109543,2670,2915,18337,21041,1388656,1489255,204478,254294,22521,26812,94537,116430,4858,5361,200848,221966,180235,198885,8346,10012,6009,5868,1793,2109,602,564,3863,4528,183594,202799,9964,11989,8108,8254,2629,3138,962,982
R,10,2020,65,3900051,1849174,2050877,1520251,1645671,198255,247185,17650,19409,88637,111210,3111,3407,21270,23995,1537892,1665223,203707,254379,29422,32924,95687,118699,5583,6125,1656104,1835384,1346475,1451756,190331,237779,12041,14003,86933,109284,2591,2808,17733,19754,1361045,1467617,194295,243100,21891,25299,93236,115841,4726,5145,193070,215493,173776,193915,7924,9406,5609,5406,1704,1926,520,599,3537,4241,176847,197606,9412,11279,7531,7625,2451,2858,857,980
R,10,2020,66,3771986,1778321,1993665,1469853,1607249,185631,236026,16345,18375,83931,106127,2858,3216,19703,22672,1486276,1625728,190638,242668,27432,31402,90378,112978,5040,5807,1601307,1792659,1310135,1425905,178316,227514,11430,13463,82469,104303,2374,2654,16583,18820,1323832,1441028,182019,232469,20856,24450,88204,110342,4286,4905,177014,201006,159718,181344,7315,8512,4915,4912,1462,1824,484,562,3120,3852,162444,184700,8619,10199,6576,6952,2174,2636,754,902
