UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,9,2020,70,3198646,1488090,1710556,1240394,1387944,145317,194368,12693,14364,72078,93818,2325,2497,15283,17565,1253098,1402199,149139,199550,21733,24724,76757,99031,4083,4548,1353893,1550240,1118877,1242877,139858,187424,9229,10675,70996,92400,1954,2144,12979,14720,1129585,1254686,142714,191335,16972,19556,75180,96938,3527,3911,134197,160316,121517,145067,5459,6944,3464,3689,1082,1418,371,353,2304,2845,123513,147513,6425,8215,4761,5168,1577,2093,556,637
R,9,2020,71,3096009,1437471,1658538,1209051,1358351,132905,180895,11905,13381,67312,86976,2221,2452,14077,16483,1220770,1371856,136275,185647,20347,23326,71572,91591,3867,4313,1314038,1510893,1097024,1224345,128058,174657,8724,10050,66303,85766,1891,2095,12038,13980,1106982,1235687,130588,178301,16061,18710,70096,89818,3328,3730,123433,147645,112027,134006,4847,6238,3181,3331,1009,1210,330,357,2039,2503,113788,136169,5687,7346,4286,4616,1476,1773,539,583
R,9,2020,72,3017617,1397592,1620025,1184071,1337752,124004,170631,10994,12669,63335,81029,1987,2255,13201,15689,1195059,1350721,127247,175007,18944,22190,67236,85406,3496,4021,1282163,1480113,1079237,1210713,119420,164864,8150,9567,62412,79836,1693,1934,11251,13199,1088518,1221496,121884,168174,15028,17791,65876,83658,3033,3471,115429,139912,104834,127039,4584,5767,2844,3102,923,1193,294,321,1950,2490,106541,129225,5363,6833,3916,4399,1360,1748,463,550
R,9,2020,73,3139689,1452528,1687161,1251317,1421311,116376,160461,10990,12190,58612,75512,1884,1980,13349,15707,1262548,1434422,119524,164828,19344,21969,62291,79671,3390,3657,1343639,1552802,1152179,1298881,112322,155062,8220,9351,57765,74380,1614,1693,11539,13435,1161843,1309993,114751,158456,15581,17910,61014,78061,2945,3189,108889,134359,99138,122430,4054,5399,2770,2839,847,1132,270,287,1810,2272,100705,124429,4773,6372,3763,4059,1277,1610,445,468
R,9,2020,74,2384254,1093585,1290669,931435,1072359,90935,129149,8491,9863,50653,65021,1684,1734,10387,12543,940181,1082729,93392,132570,14706,17264,53703,68679,2944,3218,1000710,1172636,846867,964973,87326,124150,6214,7423,49950,64049,1466,1493,8887,10548,854316,973598,89160,126735,11644,13773,52663,67260,2567,2815,92875,118033,84568,107386,3609,4999,2277,2440,703,972,218,241,1500,1995,85865,109131,4232,5835,3062,3491,1040,1419,377,403
R,9,2020,75,2218196,1009576,1208620,858164,1002406,85777,123578,7733,9241,47015,60282,1473,1637,9414,11476,866052,1011910,88008,126703,13335,16044,49801,63587,2676,2996,922932,1098059,779086,901478,82550,119109,5709,6961,46318,59406,1261,1404,8008,9701,785733,909440,84212,121464,10557,12837,48786,62309,2324,2595,86644,110561,79078,100928,3227,4469,2024,2280,697,876,212,233,1406,1775,80319,102470,3796,5239,2778,3207,1015,1278,352,401
R,9,2020,76,2135880,964505,1171375,825175,979283,78467,115209,7141,8495,43674,55904,1302,1486,8746,10998,832528,988389,80473,118281,12404,15107,46228,58967,2395,2813,887345,1069225,754685,885906,75467,111238,5355,6416,43119,55054,1139,1276,7580,9335,761015,893567,77012,113588,10013,12174,45406,57740,2114,2463,77160,102150,70490,93377,3000,3971,1786,2079,555,850,163,210,1166,1663,71513,94822,3461,4693,2391,2933,822,1227,281,350
R,9,2020,77,2161996,970071,1191925,840274,1009996,74077,111916,6571,8099,39792,50062,1182,1293,8175,10559,847214,1018818,75925,114765,11628,14546,42010,52896,2193,2515,898555,1094633,774801,921124,71348,107998,5042,6128,39233,49337,1041,1110,7090,8936,780813,928544,72751,110113,9543,11759,41189,51800,1935,2203,71516,97292,65473,88872,2729,3918,1529,1971,559,725,141,183,1085,1623,66401,90274,3174,4652,2085,2787,821,1096,258,312
R,9,2020,78,1877370,834642,1042728,717492,876591,65392,99999,5850,7153,37583,48673,1007,1211,7318,9101,723611,884170,67088,102445,10355,12726,39658,51151,1867,2221,770923,955118,659155,796226,62927,96649,4492,5437,37122,48007,872,1014,6355,7785,664447,802658,64234,98522,8485,10324,38974,50197,1633,1915,63719,87610,58337,80365,2465,3350,1358,1716,461,666,135,197,963,1316,59164,81512,2854,3923,1870,2402,684,954,234,306
R,9,2020,79,1676417,736187,940230,631777,788892,57838,91707,5271,6428,33936,43806,929,1042,6436,8355,637207,795851,59277,93945,9184,11520,35817,46136,1701,1985,678204,859904,578640,715112,55627,88642,4055,4964,33514,43188,821,880,5547,7118,583301,721003,56703,90354,7516,9413,35177,45216,1503,1713,57983,80326,53137,73780,2211,3065,1216,1464,422,618,108,162,889,1237,53906,74848,2574,3591,1668,2107,640,920,198,272
R,9,2020,80,1545243,671636,873607,573108,729797,54061,87030,4821,6054,32788,41993,894,1061,5964,7672,578095,736193,55423,89127,8360,10633,34623,44121,1615,1969,616723,796370,522768,658931,51987,83993,3654,4642,32356,41417,780,873,5178,6514,527086,664309,53026,85585,6771,8622,34001,43293,1426,1670,54913,77237,50340,70866,2074,3037,1167,1412,432,576,114,188,786,1158,51009,71884,2397,3542,1589,2011,622,828,189,299
R,9,2020,81,1412835,610570,802265,523630,674130,47684,77616,4128,5337,29251,37198,704,979,5173,7005,528014,679955,48870,79464,7187,9512,30795,39206,1330,1828,561007,731738,478163,609321,45747,74846,3128,4093,28904,36680,599,837,4466,5961,481919,614269,46644,76225,5819,7730,30282,38439,1167,1572,49563,70527,45467,64809,1937,2770,1000,1244,347,518,105,142,707,1044,46095,65686,2226,3239,1368,1782,513,767,163,256
R,9,2020,82,1317978,561575,756403,482948,637449,42707,72046,3765,5077,26675,34680,702,889,4778,6262,486979,642674,43794,73744,6617,8737,28112,36490,1252,1621,516505,690669,441515,577105,41036,69440,2900,3910,26338,34211,597,725,4119,5278,444972,581481,41850,70714,5416,7087,27617,35782,1076,1359,45070,65734,41433,60344,1671,2606,865,1167,337,469,105,164,659,984,42007,61193,1944,3030,1201,1650,495,708,176,262
R,9,2020,83,1182304,495694,686610,425922,577814,37812,65706,3256,4464,23895,32051,599,798,4210,5777,429525,582635,38778,67269,5736,7812,25187,33718,1069,1506,455023,626358,388475,522442,36286,63369,2484,3387,23619,31573,512,664,3647,4923,391581,526515,37007,64563,4687,6311,24775,33043,930,1293,40671,60252,37447,55372,1526,2337,772,1077,276,478,87,134,563,854,37944,56120,1771,2706,1049,1501,412,675,139,213
R,9,2020,84,1080739,445683,635056,382941,534568,34212,61446,2892,4051,21377,29153,524,688,3737,5150,386090,538852,35053,62875,5045,7078,22556,30609,981,1267,408742,579545,348882,483426,32798,59322,2227,3080,21133,28760,455,589,3247,4368,351610,487028,33430,60404,4130,5702,22195,30044,860,1105,36941,55511,34059,51142,1414,2124,665,971,244,393,69,99,490,782,34480,51824,1623,2471,915,1376,361,565,121,162
R,9,2020,85,996458,402707,593751,347033,500771,30446,56825,2579,3764,18896,26904,467,617,3286,4870,349799,504803,31185,58102,4465,6603,19917,28337,903,1179,369091,541591,315957,452671,29238,54878,1974,2848,18657,26524,413,511,2852,4159,318351,456091,29802,55852,3649,5339,19561,27781,802,1000,33616,52160,31076,48100,1208,1947,605,916,239,380,54,106,434,711,31448,48712,1383,2250,816,1264,356,556,101,179
R,9,2020,86,864287,343614,520673,296209,439454,25769,49711,2123,3173,16245,23573,439,554,2829,4208,298639,442996,26394,50841,3716,5595,17152,24838,775,1041,315073,475597,269760,397832,24799,48043,1611,2391,16053,23240,378,479,2472,3612,271881,400862,25278,48905,3034,4515,16857,24355,678,905,28541,45076,26449,41622,970,1668,512,782,192,333,61,75,357,596,26758,42134,1116,1936,682,1080,295,483,97,136
R,9,2020,87,776169,301208,474961,260281,401275,22022,44485,1851,2841,14293,22089,367,482,2394,3789,262310,404431,22552,45481,3188,5035,15090,23194,657,960,276944,434850,237784,364169,21165,43001,1430,2186,14134,21814,321,418,2110,3262,239567,366870,21577,43768,2624,4122,14861,22798,584,846,24264,40111,22497,37106,857,1484,421,655,159,275,46,64,284,527,22743,37561,975,1713,564,913,229,396,73,114
R,9,2020,88,706428,267725,438703,232414,372768,18868,39664,1558,2533,12457,19820,325,429,2103,3489,234207,375692,19352,40610,2724,4542,13143,20812,602,856,246014,401922,212210,338734,18170,38332,1180,1919,12303,19569,283,376,1868,2992,213799,341224,18564,39080,2221,3680,12930,20441,532,745,21711,36781,20204,34034,698,1332,378,614,154,251,42,53,235,497,20408,34468,788,1530,503,862,213,371,70,111
R,9,2020,89,625027,231966,393061,202804,336635,15276,33602,1292,2172,10514,17351,270,360,1810,2941,204351,339097,15676,34413,2282,3865,11139,18203,497,702,212880,360726,185016,306689,14689,32465,957,1607,10408,17145,239,309,1571,2511,186357,308773,14998,33086,1822,3090,10962,17888,437,613,19086,32335,17788,29946,587,1137,335,565,106,206,31,51,239,430,17994,30324,678,1327,460,775,177,315,60,89
R,9,2020,90,565159,203713,361446,177563,308686,13651,31133,1163,1954,9546,16594,243,350,1547,2729,178881,310976,13999,31856,2039,3517,10034,17385,444,681,186798,331629,161786,280969,13112,30133,878,1467,9458,16407,218,301,1346,2352,162931,282931,13382,30686,1643,2850,9895,17110,396,592,16915,29817,15777,27717,539,1000,285,487,88,187,25,49,201,377,15950,28045,617,1170,396,667,139,275,48,89
R,9,2020,91,469516,164370,305146,143694,261467,10566,25964,930,1540,7680,13585,195,310,1305,2280,144797,263355,10871,26611,1680,2843,8089,14230,357,592,150839,280838,131121,238896,10123,25111,701,1158,7595,13430,173,270,1126,1973,132069,240520,10356,25620,1364,2309,7952,14003,311,520,13531,24308,12573,22571,443,853,229,382,85,155,22,40,179,307,12728,22835,515,991,316,534,137,227,46,72
R,9,2020,92,400588,135846,264742,118882,227246,8608,22177,758,1343,6396,11729,131,242,1071,2005,119787,228915,8841,22723,1367,2497,6740,12301,271,502,124936,244382,108683,208411,8270,21430,573,1006,6345,11598,114,206,951,1731,109485,209836,8462,21860,1119,2029,6662,12105,240,435,10910,20360,10199,18835,338,747,185,337,51,131,17,36,120,274,10302,19079,379,863,248,468,78,196,31,67
R,9,2020,93,333502,109705,223797,95745,192279,6983,18599,566,1133,5429,9938,112,195,870,1653,96480,193666,7188,19040,1051,2104,5708,10400,217,391,101250,207322,87812,177017,6747,17989,447,863,5382,9832,98,167,764,1454,88458,178232,6910,18343,877,1738,5628,10244,189,339,8455,16475,7933,15262,236,610,119,270,47,106,14,28,106,199,8022,15434,278,697,174,366,80,156,28,52
R,9,2020,94,269162,85439,183723,74394,157762,5517,15275,462,909,4286,8253,82,178,698,1346,74987,158897,5690,15656,851,1678,4505,8615,171,338,78806,170433,68203,145441,5317,14805,353,691,4249,8161,72,156,612,1179,68719,146432,5452,15111,701,1378,4446,8486,151,300,6633,13290,6191,12321,200,470,109,218,37,92,10,22,86,167,6268,12465,238,545,150,300,59,129,20,38
R,9,2020,95,215099,65469,149630,56736,128266,4190,12340,362,722,3598,6986,60,154,523,1162,57179,129237,4309,12693,649,1379,3774,7295,131,289,60494,139067,52096,118475,4045,11960,272,550,3570,6916,53,137,458,1029,52486,119334,4137,12252,525,1145,3725,7188,114,254,4975,10563,4640,9791,145,380,90,172,28,70,7,17,65,133,4693,9903,172,441,124,234,49,107,17,35
R,9,2020,96,166557,49075,117482,42213,100861,3204,9571,263,576,2931,5519,48,110,416,845,42566,101562,3313,9821,496,1073,3069,5746,93,208,45349,109556,38737,93502,3089,9288,204,451,2905,5465,44,97,370,753,39052,94124,3177,9497,413,900,3031,5668,84,185,3726,7926,3476,7359,115,283,59,125,26,54,4,13,46,92,3514,7438,136,324,83,173,38,78,9,23
R,9,2020,97,124075,35651,88424,30527,75708,2297,7255,205,407,2252,4294,40,81,330,679,30806,76269,2380,7466,384,801,2362,4467,85,168,32937,82708,27986,70400,2222,7047,161,321,2237,4261,35,72,296,607,28237,70898,2292,7224,323,682,2338,4414,74,149,2714,5716,2541,5308,75,208,44,86,15,33,5,9,34,72,2569,5371,88,242,61,119,24,53,11,19
R,9,2020,98,91482,25419,66063,21607,56508,1657,5430,138,306,1772,3254,26,74,219,491,21793,56910,1715,5577,258,587,1847,3384,58,138,23593,61920,19911,52659,1600,5283,111,249,1758,3226,22,68,191,435,20073,53014,1646,5407,217,501,1822,3342,47,123,1826,4143,1696,3849,57,147,27,57,14,28,4,6,28,56,1720,3896,69,170,41,86,25,42,11,15
R,9,2020,99,64238,17160,47078,14565,40002,1091,3957,90,220,1231,2458,20,47,163,394,14701,40317,1142,4085,178,445,1284,2569,44,105,15963,44167,13453,37318,1057,3847,69,177,1225,2440,16,43,143,342,13572,37593,1102,3955,147,376,1271,2536,34,92,1197,2911,1112,2684,34,110,21,43,6,18,4,4,20,52,1129,2724,40,130,31,69,13,33,10,13
R,9,2020,100,113264,27472,85792,22257,70542,2021,8173,176,435,2661,5798,48,106,309,738,22503,71132,2113,8442,338,842,2765,5991,98,209,25662,80844,20602,65995,1961,7976,142,371,2646,5759,43,96,268,647,20817,66509,2036,8200,283,734,2735,5925,83,185,1810,4948,1655,4547,60,197,34,64,15,39,5,10,41,91,1686,4623,77,242,55,108,30,66,15,24
R,10,2020,999,330382026,162719324,167662702,124621659,126762527,21333202,23186229,2135268,2107565,9533152,10437706,417269,406504,4678774,4762171,128796494,130989556,23450962,25385389,3505637,3540411,11269777,12170486,827658,820946,131506883,137010692,97202058,99877479,19854523,21658779,1207028,1246520,9227657,10130906,305801,302418,3709816,3794590,100511119,103242705,21520037,23398169,2174602,2279484,10697726,11597063,626251,627759,31212441,30652010,27419601,26885048,1478679,1527450,928240,861045,305495,306800,111468,104086,968958,967581,28285375,27746851,1930925,1987220,1331035,1260927,572051,573423,201407,193187
R,10,2020,0,3783845,1935545,1848300,1386746,1323835,291345,278545,31326,29891,95993,91734,5702,5477,124433,118818,1501779,1433680,360268,344360,55070,52573,140835,134544,14208,13598,1426247,1362166,951905,908781,264059,252483,16068,15339,90396,86406,3901,3752,99918,95405,1044742,997428,320510,306389,31518,30095,127680,121998,10137,9705,509298,486134,434841,415054,27286,26062,15258,14552,5597,5328,1801,1725,24515,23413,457037,436252,39758,37971,23552,22478,13155,12546,4071,3893
R,10,2020,1,3798165,1942522,1855643,1395176,1330923,292023,280708,31267,29887,98730,94208,5738,5549,119588,114368,1505458,1436393,357228,343214,54751,52334,142370,135821,14078,13510,1435702,1371183,961904,916898,264877,254661,16101,15369,93137,88895,3938,3811,95745,91549,1050623,1001729,318026,305614,31408,29993,129440,123504,10070,9664,506820,484460,433272,414025,27146,26047,15166,14518,5593,5313,1800,1738,23843,22819,454835,434664,39202,37600,23343,22341,12930,12317,4008,3846
R,10,2020,2,3827244,1957198,1870046,1408481,1340611,292674,285038,31306,30075,101939,96286,5797,5584,117001,112452,1516223,1444162,355657,346156,54702,52480,145088,137320,14052,13446,1449549,1382458,974005,923741,265513,258726,16188,15434,96331,90946,3998,3831,93514,89780,1060513,1006789,316676,308357,31463,30016,132269,125084,10092,9628,507649,487588,434476,416870,27161,26312,15118,14641,5608,5340,1799,1753,23487,22672,455710,437373,38981,37799,23239,22464,12819,12236,3960,3818
R,10,2020,3,3910203,1999247,1910956,1437219,1368350,298820,291338,31905,30658,106027,100184,5945,5721,119331,114705,1547081,1473962,363002,353657,55732,53488,150124,142092,14371,13742,1479917,1411859,992610,941524,271061,264405,16475,15712,100302,94743,4104,3935,95365,91540,1080802,1026182,323165,314963,32019,30551,137053,129622,10332,9851,519330,499097,444609,426826,27759,26933,15430,14946,5725,5441,1841,1786,23966,23165,466279,447780,39837,38694,23713,22937,13071,12470,4039,3891
R,10,2020,4,4000428,2044028,1956400,1465424,1396390,307536,300320,32662,31521,110408,104794,6119,5928,121879,117447,1577582,1504467,373170,364137,56979,54857,155444,147758,14726,14178,1509825,1442991,1007949,957224,279122,272720,16736,16058,104512,99206,4220,4090,97286,93693,1097867,1043809,332357,324473,32549,31221,142025,134963,10576,10180,534203,513409,457475,439166,28414,27600,15926,15463,5896,5588,1899,1838,24593,23754,479715,460658,40813,39664,24430,23636,13419,12795,4150,3998
R,10,2020,5,4047658,2069277,1978381,1483343,1413003,309722,302218,32648,31651,114326,107663,6174,5990,123064,117856,1596596,1521458,375784,366054,57184,55111,159968,150936,14884,14231,1531937,1460488,1022930,969752,280787,274283,17058,16167,108498,102090,4300,4139,98364,94057,1113833,1056674,334315,326009,33089,31390,146643,138192,10769,10250,537340,517893,460413,443251,28935,27935,15590,15484,5828,5573,1874,1851,24700,23799,482763,464784,41469,40045,24095,23721,13325,12744,4115,3981
R,10,2020,6,4055089,2074483,1980606,1488482,1414781,310489,302890,33084,31972,114193,108046,6054,5837,122181,117080,1600902,1522534,375769,366298,57630,55421,159650,150869,14829,14078,1540101,1467666,1030962,975886,281308,274786,17327,16694,108571,102692,4256,4107,97677,93501,1121228,1062305,334174,326183,33394,32001,146585,138411,10769,10229,534382,512940,457520,438895,29181,28104,15757,15278,5622,5354,1798,1730,24504,23579,479674,460229,41595,40115,24236,23420,13065,12458,4060,3849
R,10,2020,7,4018841,2053623,1965218,1472521,1405080,308787,301188,33131,31713,113026,106603,5955,5717,120203,114917,1583039,1510672,372660,363113,57370,54980,157994,148885,14747,13966,1525716,1456431,1020027,968836,280308,273803,17491,16794,107636,101310,4211,3978,96043,91710,1108717,1053464,331992,323977,33358,32018,145232,136546,10685,9999,527907,508787,452494,436244,28479,27385,15640,14919,5390,5293,1744,1739,24160,23207,474322,457208,40668,39136,24012,22962,12762,12339,4062,3967
R,10,2020,8,4030384,2059542,1970842,1480784,1413186,309206,300157,33336,32269,111754,105924,5824,5601,118638,113705,1589795,1517672,372218,361056,57650,55561,155909,147818,14494,13838,1527253,1457131,1023512,971827,281126,273057,17556,16986,106456,100784,4092,3918,94511,90559,1110718,1055393,331972,322252,33451,32206,143314,135699,10470,9968,532289,513711,457272,441359,28080,27100,15780,15283,5298,5140,1732,1683,24127,23146,479077,462279,40246,38804,24199,23355,12595,12119,4024,3870
R,10,2020,9,4080997,2088144,1992853,1508913,1435804,312965,303859,32906,31800,108484,102624,5754,5497,119122,113269,1618420,1539855,376430,364350,57554,55352,152405,144274,14461,13747,1541961,1467847,1036836,982546,285396,277061,17906,16982,103280,97629,3996,3820,94547,89809,1124110,1065389,336488,325746,33970,32293,139788,132217,10376,9829,546183,525006,472077,453258,27569,26798,15000,14818,5204,4995,1758,1677,24575,23460,494310,474466,39942,38604,23584,23059,12617,12057,4085,3918
R,10,2020,10,4087706,2087052,2000654,1505155,1438189,312579,303269,32885,31802,110839,106333,5868,5713,119726,115348,1615346,1544233,376464,365317,57668,55826,154725,148251,14537,13968,1538571,1471625,1032320,982054,284669,276081,17509,17209,105247,101043,4018,3925,94808,91313,1119962,1066355,335942,325817,33550,32795,141670,135910,10370,9967,548481,529029,472835,456135,27910,27188,15376,14593,5592,5290,1850,1788,24918,24035,495384,477878,40522,39500,24118,23031,13055,12341,4167,4001
R,10,2020,11,4052509,2066886,1985623,1485154,1419955,312297,304998,33112,32094,112347,108480,6336,6121,117640,113975,1593246,1524619,375373,366992,57130,55070,155669,149763,14621,14222,1530700,1468180,1026390,977550,282977,276301,17456,16939,106321,102700,4322,4097,93234,90593,1112448,1061119,333817,326318,32892,31804,142289,137129,10403,10027,536186,517443,458764,442405,29320,28697,15656,15155,6026,5780,2014,2024,24406,23382,480798,463500,41556,40674,24238,23266,13380,12634,4218,4195
R,10,2020,12,4178362,2133188,2045174,1535742,1465058,323827,315711,33982,32555,115583,111429,6383,6157,117671,114264,1643679,1569936,387217,378104,57744,55782,158523,152488,14965,14133,1580557,1515843,1061378,1010942,293790,286980,17765,17352,109530,105623,4310,4145,93784,90801,1147738,1094618,345193,337546,33205,32286,145370,139780,10658,10007,552631,529331,474364,454116,30037,28731,16217,15203,6053,5806,2073,2012,23887,23463,495941,475318,42024,40558,24539,23496,13153,12708,4307,4126
R,10,2020,13,4223260,2156051,2067209,1558986,1488906,325420,316847,34731,33473,115196,110473,6401,6317,115317,111193,1664787,1590766,387159,377065,58770,56532,157089,150401,14827,14364,1597430,1530619,1078442,1027403,295659,288121,18069,17821,109230,104757,4337,4232,91693,88285,1162935,1108591,345636,336874,33678,32658,144030,137962,10530,10130,558621,536590,480544,461503,29761,28726,16662,15652,5966,5716,2064,2085,23624,22908,501852,482175,41523,40191,25092,23874,13059,12439,4297,4234
R,10,2020,14,4193491,2142714,2050777,1556876,1483390,320101,311277,34506,32897,113966,110373,6347,6071,110918,106769,1658519,1581203,378715,368342,57892,55326,154862,149133,14454,13734,1594258,1524110,1083981,1029016,291510,283540,18030,17550,107994,104915,4319,4078,88424,85011,1165331,1107177,339039,329965,33206,32080,142267,137263,10313,9720,548456,526667,472895,454374,28591,27737,16476,15347,5972,5458,2028,1993,22494,21758,493188,474026,39676,38377,24686,23246,12595,11870,4141,4014
R,10,2020,15,4183567,2135846,2047721,1560413,1484990,314166,306387,34045,33144,115161,114039,6369,6257,105692,102904,1657220,1579040,369386,360609,56859,55261,154207,151730,13964,13687,1596107,1530237,1093649,1037380,286244,279670,18000,17611,109599,108795,4361,4355,84254,82426,1171139,1112950,331125,323956,32821,32050,142309,140508,9957,9897,539739,517484,466764,447610,27922,26717,16045,15533,5562,5244,2008,1902,21438,20478,486081,466090,38261,36653,24038,23211,11898,11222,4007,3790
R,10,2020,16,4179323,2131674,2047649,1563096,1490816,310718,303000,33247,32138,116386,116577,6229,5939,101998,99179,1656319,1581435,363233,354396,55655,53959,154538,153243,13801,13222,1604720,1540557,1105890,1051233,284056,277237,17922,17188,110832,111270,4336,4144,81684,79485,1180841,1124077,326689,319227,32737,31643,143012,142151,10026,9549,526954,507092,457206,439583,26662,25763,15325,14950,5554,5307,1893,1795,20314,19694,475478,457358,36544,35169,22918,22316,11526,11092,3775,3673
R,10,2020,17,4175217,2129120,2046097,1565326,1492580,309328,302013,32755,31840,117485,118253,6099,5794,98127,95617,1654907,1579877,359499,351077,54961,53440,153866,153797,13441,12838,1610111,1545503,1114735,1057649,282980,277023,17578,16978,112055,113077,4246,4071,78517,76705,1186693,1127944,323855,317084,32275,31392,142661,142961,9715,9396,519009,500594,450591,434931,26348,24990,15177,14862,5430,5176,1853,1723,19610,18912,468214,451933,35644,33993,22686,22048,11205,10836,3726,3442
R,10,2020,18,4189012,2136683,2052329,1569491,1496626,315541,307991,33028,31687,118301,117643,5993,5818,94329,92564,1655421,1580784,363372,355638,55021,53375,153126,151306,13176,12695,1619848,1554607,1119642,1063240,289606,283137,17865,17182,112994,112694,4241,4087,75500,74267,1188623,1131047,328651,322073,32446,31690,142281,140992,9686,9292,516835,497722,449849,433386,25935,24854,15163,14505,5307,4949,1752,1731,18829,18297,466798,449737,34721,33565,22575,21685,10845,10314,3490,3403
R,10,2020,19,4256637,2172481,2084156,1592162,1517766,324560,315837,32865,31767,122853,121689,5981,5801,94060,91296,1677580,1600905,372320,362585,55227,53566,157504,154771,13137,12730,1655792,1588192,1142158,1085478,298475,291153,17981,17523,117659,116788,4219,4042,75300,73208,1210684,1152370,337353,329376,32997,32165,146910,144690,9615,9292,516689,495964,450004,432288,26085,24684,14884,14244,5194,4901,1762,1759,18760,18088,466896,448535,34967,33209,22230,21401,10594,10081,3522,3438
R,10,2020,20,4346763,2221446,2125317,1624409,1542506,337803,328891,33955,32556,125963,125092,6184,5934,93132,90338,1709155,1624382,384702,375096,56783,54600,159939,157632,13235,12852,1699169,1626725,1168919,1108031,311779,303891,18692,17940,120772,120166,4440,4198,74567,72499,1236897,1173927,349916,341641,34035,32944,149531,147570,9814,9438,522277,498592,455490,434475,26024,25000,15263,14616,5191,4926,1744,1736,18565,17839,472258,450455,34786,33455,22748,21656,10408,10062,3421,3414
R,10,2020,21,4297253,2197756,2099497,1613039,1530839,331234,321040,33107,31999,123847,122423,6128,5711,90401,87485,1695097,1609923,376662,365881,55706,54077,156343,153415,13267,12439,1688965,1614748,1169111,1108000,305798,296800,18397,18036,118776,117669,4396,4107,72487,70136,1235091,1171538,342873,333458,33801,33184,146190,143659,9820,9218,508791,484749,443928,422839,25436,24240,14710,13963,5071,4754,1732,1604,17914,17349,460006,438385,33789,32423,21905,20893,10153,9756,3447,3221
R,10,2020,22,4310850,2202539,2108311,1611954,1532534,333421,324073,33058,31906,129713,128272,6125,5816,88268,85710,1691718,1610274,377472,367422,55551,53937,161351,158433,13109,12331,1699433,1628908,1172798,1114136,308315,300174,18355,17931,124652,123469,4365,4184,70948,69014,1237032,1176885,344335,335754,33761,33214,151443,148866,9756,9199,503106,479403,439156,418398,25106,23899,14703,13975,5061,4803,1760,1632,17320,16696,454686,433389,33137,31668,21790,20723,9908,9567,3353,3132
R,10,2020,23,4307562,2199400,2108162,1608395,1530971,330507,322190,32451,31524,137302,134995,6063,5681,84682,82801,1685040,1605764,371993,363257,54604,53476,168035,164475,12674,12089,1701678,1634672,1173172,1116911,306019,299031,18012,17887,132391,130280,4358,4138,67726,66425,1234618,1176963,339640,332491,33231,33141,158330,155217,9448,9066,497722,473490,435223,414060,24488,23159,14439,13637,4911,4715,1705,1543,16956,16376,450422,428801,32353,30766,21373,20335,9705,9258,3226,3023
R,10,2020,24,4350612,2222059,2128553,1625039,1543801,330227,323947,32849,31234,144075,142554,6346,5832,83523,81185,1700507,1616822,370258,363719,55466,53180,174383,171803,13042,12444,1725294,1657431,1190587,1131311,305996,301317,18233,17563,139189,137771,4597,4236,66692,65233,1250969,1190076,338349,333810,33661,32760,164938,162511,9786,9405,496765,471122,434452,412490,24231,22630,14616,13671,4886,4783,1749,1596,16831,15952,449538,426746,31909,29909,21805,20420,9445,9292,3256,3039
R,10,2020,25,4451283,2277863,2173420,1660212,1571174,346499,336439,33440,31936,148869,148015,6533,6286,82310,79570,1734159,1642501,385536,375197,56457,53998,178829,176560,13286,12961,1773429,1696446,1218536,1153685,321564,312893,18841,18166,143975,143216,4766,4589,65747,63897,1277591,1211072,353058,344325,34852,33676,169461,167398,10026,9808,504434,476974,441676,417489,24935,23546,14599,13770,4894,4799,1767,1697,16563,15673,456568,431429,32478,30872,21605,20322,9368,9162,3260,3153
